GRETNA (AUT),5021220
EAR FALLS,6012198
CROSS LAKE JENPEG,5060623
NIVERVILLE,5022043
OONIKUP,50520EE
ELBOW CS,4022359
PINK MOUNTAIN 2,1186J7K
CARMANGAY EXP ST,3031340
PEERLESS LAKE,3075100
SEDALIA,3015798
GJOA HAVEN,230KLLM
EDMONTON STONY PLAIN CS,301A001
CADILLAC MINE,2200597
KINIKINIK,3063640
GILT EDGE NORTH AGCM,3012790
STANMORE EXP ST,3026090
ROLLING HILLS AGCM,3035530
KEYSTONE LO,302L643
ETA LAKE,306KD60
WAINWRIGHT CFB AIRFIELD 21,301S001
PUSKWASKAU LO,3075320
STRASBOURG EXP ST,4017816
BISHOPRIC,4020720
STE ANNE,502254Q
ROSS,5032495
MORDEN CDA,5021848
WILDHAY,3067542
HAY LAKES RS,3073073
CRANBROOK MAYOOK,1152103
WATERTON LAKES CAMERON L,3057040
TUKTUT NOGAIT,2203918
PATRICIA AGCM,3025013
KEOMA AGCM,3033620
BASSANO DAM,3030537
SPONDIN AGCM,3016070
WAINWRIGHT HEATH,3016932
CLARESHOLM LAING,30316NF
VISCOUNT,4058492
KELSEY DAM CS,5061422
BROOKS NORTH,3030862
LOST CREEK SOUTH,3053988
HESPERO AGCM,3023200
FORT MCMURRAY AWOS A,3062700
ARMENA,3010301
OKOTOKS BIG ROCK,303D9JN
REGINA HILLSDALE,4016660
ESTON,4022440
CYPRESS HILLS PARK,4031999
SASKATOON NRC,4057160
CHESTERFIELD INLET A,2300707
MILDEN,4055165
NASHLYN,4035480
KUGLUKTUK CLIMATE,2300904
TORRENS LO,3056510
RANFURLY AUTO,3015401
COLD CREEK RS,3061679
TEEPEE CREEK AGCM,3076366
PEORIA AGDM,3075160
WARDNER KTNY HATCHERY,1158692
FAIRVIEW,3072520
NEW BRIGDEN EAST,3014788
MILDRED LAKE SYNCRUDE,3064532
SVARTEVAEG,2403833
FORESTBURG AGCM,3012653
HINTON BLUE LAKE CENTRE,306CC41
PONDEROSA,3075270
DEWBERRY,3012072
CAPPON,3021200
HIGH ROCK TOWER,3073245
HEART LAKE LO,3063120
ALBERT HALL AGCM,3010060
MOOSE JAW CS,4015322
MYRTLE 2,5021977
WYNYARD (AUT),40190LN
SPERLING,5022740
NEIDPATH,4025485
WAGER BAY (AUT),2403945
TIDE LAKE AGCM,3036485
FORT MACLEOD STAND OFF,3032690
EDSON AWOS A,3062245
EDMONTON BLATCHFORD,3012209
COLEMAN,3051720
HUGHENDEN,3013361
HIGH PRAIRIE CDA EPF,3063176
DELIA,3022060
CROSS LAKE RS,3061R50
MOUND,3024680
CROSS LAKE JENPEG 2,5060622
CUMBERLAND HOUSE 2,4071962
DACOTAH,5020648
BELMONT,5010190
CANORA,4011095
LETHBRIDGE DEMO FARM AGDM,3033897
JIMMY LAKE AWOS,4063623
HUGHENDEN SW,3013363
PAULATUK,2203058
PINCHER CREEK TOWN,3035220
PETITOT LO,3075171
MORFEE LAKES MILL SITE,11851RQ
VAUXHALL CDA,3036681
TOMAHAWK AGDM,3016505
KISKA LO,3053649
PRIDDIS OBSERVATORY,3033505
PALMER,4025855
BUCHANAN,4010960
MANITOU NORTH,5021F8Q
BUTLERVILLE,8400QJK
DEBOLT GOODWIN,3072001
TUKTOYAKTUK A,2203911
OKOTOKS EAST,3034916
WINTERBURN LAKESHORE A,3017608
EXCEL,3022500
HOADLEY,302CCDB
LISIEUX,4034500
PANGMAN,4015863
BRANDON A,5010481
ARMIT,4080250
CAYER,5040EN5
JENNY LIND ISLAND A,2302650
OCHRE RIVER SOUTH,504205E
LUMSDEN 3,4014722
ROSEAU RIVER,5022488
GEORGE ISLAND (AUT),5030984
BEAVER CREEK,4050500
RANKIN INLET,2303400
PARKERVIEW 2,4015875
CREE LAKE,4061861
BERENS RIVER A,5030204
BIG RIVER EXP ST,4060628
ASSINIBOIA,4020280
MISSINIPE,4065220
BITTERN CREEK,4060760
CREE LAKE 2,4061860
BRANCH,8400666
NEW GLASGOW,8300497
GRAND MANAN,8101920
GUERNSEY CDA EPF,4013040
OLHA,501205N
GLENTWORTH,4022934
PUNNICHY,4016300
BANGOR,4010400
GAGETOWN 2,8101800
SUMMERSIDE SNOW 2,8300605
ALMA,8100200
LAST MOUNTAIN CS,4014156
FORT ELLICE,5010977
MEDSTEAD,4045070
LAKE AINSLIE,8202856
DANIEL'S HARBOUR,8401405
LR.SACKVILLE/BEDFORD SNOW,8203171
WOODSTOCK GRAFTON,8105605
NINETTE 1 NW,50220M0
KYLE CDA EPF,4024120
MITCHELLTON,4025242
SHARPE BROOK IHD,8205085
NORTH CAPE,8300516
DEVON ISLAND,2401025
ROGERSVILLE,8104465
NAUWIGEWAUK,8103441
SIDNEY,5042678
CREELMAN,4011880
PARKSIDE CDA EPF,4055880
CENTRAL PATRICIA,6011305
BEDFORD,8200575
BOUCTOUCHE,8100590
BOUCTOUCHE CDA,8100592
AROOSTOOK,8100300
BLACK RIVER,8200584
EMERSON AUTO,5020881
RUTHILDA,4047040
CHANNEL ISLAND,5030556
GARLAND,8201925
STEWIACKE,8205490
FREDERICTON AQUATIC CENTRE C/S,8101507
SPRINGFIELD,8205200
TUSKET,8206100
ARGYLE SHORE,8300108
SCOTCHTOWN,810N002
VIRDEN WATER,5012961
ALTONA CFAM,5020050
ALEXANDER,5010033
URANIUM CITY A,4068340
BLUE MOUNTAIN TOWER,8100558
COLLEGEVILLE,8201000
RUTH FALLS,8204620
KEITH BAY,2402665
STEINBACH,5022780
KISBEY,4014050
STUARTBURN,5022797
CANOBIE,8100770
FORT FRANCES A,6022476
TADOULE LAKE,5062835
OSAGE,4015695
TREHERNE 8N,5012931
ELKHORN,5010868
WALDRON,4018496
BACK RIVER (AUT),2300MQM
WINNIPEG A CS,502S001
MATHESON ISLAND,5031700
ROBERTSON LAKE (AUT),2303610
DAFOE,4012039
ARROW RIVER,5010114
EMERSON AUT,5020882
GIMLI A,5031040
TREELON,4038116
KENASTON,4013740
STURGEON RIVER,6048155
CADILLAC,7081000
REGINA NORMANDY HEIGHTS,4016695
ST MALO,5022601
HILLVIEW,5011293
EASTLEIGH,4022328
PORTAGE LA PRAIRIE 2,5012322
ROSSER,5022504
CORONACH,4031845
TURTLE MOUNTAIN 1,5012936
ALMASIPPI,5020036
ROWATT,4016960
REGINA COTE,401R001
PORTAGE ROMANCE,5012300
ROWANS RAVINE PARK,4016955
MELITA 2,5011721
BIGGAR,4040600
AMULET,4010150
RENNIE,5032360
FOND DU LAC,4062580
PORCUPINE PLAIN 3,4086162
TURTLEFORD CDA EPF,4048250
GRAVELBOURG CDA EPF,4022976
ST JEAN BAPTISTE,5022567
BENGOUGH,4030569
VICTOIRE,4068485
JENNY LIND ISLAND,2302649
BROCHET A,5060520
SURPRISE,4027960
STONY RAPIDS A,4067PR5
DUNCAN FORESTRY,1012570
BRAEBURN,2100167
CHILLIWACK R FOLEY CREEK,1101565
TERRACE A,1068134
WYNNDEL,1149000
WEST VANCOUVER OTTAWA,1108844
FORT ST JAMES AUTO,1092975
LADNER CREEK,1114474
MILE 306 ALASKA HWY,11951B9
CORDOVA BAY,1011920
PLEASANT CAMP,1206197
HOPE,1113539
HAECKEL HILL TOWER,2100620
DEMPSTER 179,2100413
W VANC CAPILANO GCC,1108825
HOPE DOG MOUNTAIN,1113545
SQUAMISH UPPER,1047672
WHISTLER MOUNTAIN HIGH LEVEL,1108987
TYEE LAKE,1098328
WILLIAMS LAKE ESLER,1098942
MCGREGOR,1095000
DUNCAN,1012550
ARMSTRONG HULLCAR,1160483
VANCOUVER OAKRIDGE,1108463
DENMAN ISLAND 2,1022436
HOWARDS PASS,2100638
NANAIMO DEPARTURE BAY,1025C70
SAANICH OLDFIELD NORTH,101F942
GOOD HOPE LAKE,1193245
WILLIAMS LAKE,1098939
LITTLE QUALICUM,1024637
BILLINGS,1140876
SOOKE LAKE NORTH,1017563
BALLENAS ISLAND,1020590
STEAMBOAT,1197704
PORT HARDY A,1026271
KELOWNA MWS0,11239R0
SIMILKAMEEN COPPER MTN,1127358
CLOVERDALE EAST,1101708
SWIFT RIVER,2101081
LONE BUTTE 3,1164GA5
NELSON,1145430
PORT ALBERNI CHINA CREEK,1036207
VANCOUVER SEA ISLAND CCG,1108380
BURNS LAKE 10 SOUTH,1091175
LIARD RIVER (AUT),1194605
GISCOME,1093165
SURF INLET,1067868
FORT FRASER,1092904
W VANC BALLANTREE PLACE,1108823
OLD GLORY MOUNTAIN,1145730
SMITHERS CDA,1077505
GABRIOLA ISLAND,1023042
SOOKE,1017556
TAKHINI RIVER RANCH,2101095
HOSKINS ISLET,1053608
N VANCOUVER DOLLARTON 2,1105F5F
N VANCOUVER LYNN CREEK,1105660
N VANCOUVER N LONSDALE,1105665
CARMACKS TOWER,2100302
EAGLE PLAINS,2100468
BUCKINGHORSE RIVER,1191101
GOLDSTREAM RIVER STITT CREEK,1173243
QUIET LAKE,2100910
ALOUETTE POWER HOUSE,1100370
BALDY HUGHES,1090586
SURREY MUNICIPAL HALL,1107876
SPARWOOD A,1157635
LANGLEY,1104550
NANAIMO CHUB,10253P0
SORRENTO EAST,1167592
WHISTLER MOUNTAIN LOW LEVEL,1108988
ISKUT RIVER (AUT),120C6PK
KITIMAT TOWNSITE,1064320
HAVEN LAKE,1083344
VICTORIA PROSPECT LAKE,101Q6NN
KAMLOOPS GLENEAGLES,1163817
GLACIER NP MT FIDELITY,117CA90
VANCOUVER MARPOLE,1108455
TAKLA LANDING,1097970
SAYWARD 2,1027114
SALMON ARM,1166945
STEWART CROSSING,2101030
SHAWL BAY,1067225
BABINE LAKE PINKUT CREEK,1070573
EQUITY SILVER,1072692
WHISTLER ROUNDHOUSE,1108906
COWICHAN BAY SOUTHEAST,1012018
BIG WHITE MTN LODGE,1130875
PORLIER PASS LIGHT STATION,110FK0M
KEMANO KILDALA PASS,1084050
TOAD RIVER BONANZA CREEK,1198196
PITT MEADOWS A,1106177
MYRA CREEK,1025254
CUMSHEWA ISLAND,1062251
LOGAN LAKE,1124668
BURQUITLAM VANCOUVER GOLF COURSE,1101200
N VANC SONORA DR,110N6FF
BOSS MOUNTAIN,1090904
POINT-NO-POINT,1016203
BUNTZEN BAY,1101138
PAVILION,1116060
LAC LA HACHE,1094455
FORT LANGLEY,1102910
VANCOUVER INTL A,1108395
FALKLAND SPANISH LAKE,1162785
KAMLOOPS MISSION FLATS,1163840
SUSKWA VALLEY,107G879
LYTTON STEIN MOUNTAIN,1114743
VICTORIA CAREY ROAD,1018600
DELTA LADNER SOUTH,1102417
PORT ALBERNI A,1036206
CAMPBELL RIVER STP,1021265
SURREY PANORAMA RIDGE,110G8G8
CALLAGHAN VALLEY,1101300
LILLOOET A,11146K0
WINEGLASS RANCH,109QR57
PAVILION BLUE RIDGE,1116062
SAM LAKE,2100945
MARA LAKE,1164903
LAKELSE LAKE,1064497
WILLIAMS LAKE GLENDALE,1098943
MICA DAM,1175122
MEADOWGREEN,1125060
HORSEFLY RIVER (AUT),109CN9G
PORCUPINE CREEK,1116204
LILLOOET HEIGHTS,1114623
VICTORIA GONZALES CS,1018611
LAC LA HACHE 11SW,1094457
WESTBANK IRRIGATION,1128759
SURREY BRIDGEVIEW,11078GK
PRINCE GEORGE 15NW,1096458
WATERLOO WELLINGTON 2,6149389
IQALUIT UA,2402594
TORONTO CITY CENTRE,6158667
BRAMALEA,6150898
WHITE RIVER,6059475
FARNHAM,7022320
ST GABRIEL DE BRANDON,7017270
PARRY SOUND MARTYR IS,6116258
HATLEY,7023005
LAC BARBELL,7043EE9
CHATS FALLS,6101440
TORONTO BEACON ROAD,6158384
HAMILTON A,6153193
LONGLAC,6044525
FERMONT,704BC70
GLENBURNIE,6102808
HARRINGTON HARBOUR,7043000
BARRIERE MISTIGOUGECHE,7050M73
CROYDON,6151921
STEVENS,6048017
COLLINGWOOD SMART BROS,6111797
ROUGEMONT,7026700
PARMA,6156251
TORONTO BROADWAY,61584J2
MOOSONEE UA,6075425
KALADAR,6153935
BURNT RIVER-CLARK,616J0FN
DRUMBO,6142110
SMITHS FALLS TS,6107836
MONT-JOLI A,7055120
CHEVERY,7041382
POINTE-DES-MONTS,704F0PN
JARVIS,6133855
FORESTVILLE NORD,7042385
COURVILLE,7011950
THORNBURY MATTS MOTEL,6118252
HAILEYBURY,6073138
BARRAGE GOUIN,7070454
NORTH HATLEY,7025660
SINGHAMPTON,6117750
CAUSAPSCAL RECHERCHES,7051240
QUEBEC INTL A,7016293
MINDEN FORESTRY,6165197
WAUBAUSHENE,6119399
CAOTIBI,704A0J9
LA DORE,706CP09
GASPE,7052600
BIRCHTON,7020785
VINELAND STATION AUTOMATIC CLIMATE STATION,6139146
SEPT-ILES UA,7047912
MORVEN IHD,6155496
BOLTON NORTH,615S004
BRACEBRIDGE ONT HYDRO,6110854
POND INLET AWOS,2403202
LIVELY,6064460
WATOPEKA,7028900
GUELPH OAC,6143083
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006
MARTICOT ISLAND,840KN90
POND INLET,2403200
MACTAQUAC PROV PARK,8102536
WINDSOR KINGS COLLEGE,8206410
SYDNEY CS,8205702
ANGERS,7030170
MARSH HILL,6155000
VANESSA,6139131
BEETON ASSAGI,6110662
GODBOUT,7042749
LAKEHEAD UNIVERSITY,6044298
CHARLESBOURG JAR ZOO,7011308
IBERVILLE,7023270
ST THOMAS WPCP,6137362
TWEED ONTARIO HYDRO,6159019
KILLALOE STATION,6104JK5
SALLUIT,7117800
SHEPHERD BAY A,2303685
BRANTFORD,6140941
CAMPBELLCROFT,6151135
NAPANEE,615NNPL
WILSONVILLE,6139514
CLARKSON,6151548
YARMOUTH,8206490
BLANC-SABLON A (AUT),704S004
EAST JORDAN,8201685
NACKAWIC,8103425
SOUTH TETAGOUCHE,8105058
BROCKVILLE,6100969
HUNTINGDON,7023240
RIVIERE ST JEAN,704FFF5
BORDEN AWOS,611B002
PETITE MATANE,7056003
TRANQUILLO RIDGE,6048864
CAP-ROUGE,7041166
CLYDE AWOS,2400801
OUTARDES 4,7045774
BRIGHAM,7020833
COOPER LAKE,7091920
CHRISTIE CONSERVATION,6151512
LAC INMAN,7073652
TERRACE BAY A,6048231
GASPE 2,7052609
MOONSTONE,6115389
MARKHAM WATERWORKS,6154994
LAKEPORT,6154302
NIAGARA ON THE LAKE,6135FF4
MAGAGUADAVIC LAKE,8102550
PANGNIRTUNG 1925 CLIMATE,2403050
CANSO,8200640
WARDSVILLE,6139287
NORMANDIN CDA,7065640
IVANHOE,6153843
EAST ANGUS,7022280
TORONTO BURNHAMTHORPE,6158411
TOUR PELLETIER,705QEA6
BISCOTASING,6060773
RIDEAU CANAL PERTH,6107096
MAGOG,7024440
MATTAGAMI LAKE DAM,6065015
AGNEW MINE,6060070
TORONTO WEXFORD,6158815
LAC CHARRON,7093593
CHARLESVILLE,8200810
LITTLE SHEMOGUE,8102369
NAPPAN CDA,8203700
ST VALLIER,7057775
NEW RICHMOND,7055430
QUEENSVILLE,6156807
TORONTO SUNNYBROOK,6158779
TALBOTVILLE,6138202
BELLS CORNERS,6100722
COURTRIGHT,61219J1
FOURNIER,6102516
EAST RIVER ST MARY'S,8201690
EMERGENCY WEATHER STATION #2,8202195
EDDY POINT,8201716
MIRAMICHI SNOW,8101002
NATASHQUAN AIRPORT,7045401
RAGGED RAPIDS,6116843
NEMISCAU,7095409
GRANBY,7022802
GODERICH LIGHTHOUSE,6122848
SUTTON WEST,6118187
BEETON GRAHAM,6110663
BARRAGE GOUIN S,7070ME4
RICHMOND HILL WPCP,6157014
APPLE HILL,6100284
COOKSHIRE,7021918
MOISIE,7045070
BLUE ROCKWOOD,6140QAG
UPSALA (AUT),6049095
MONETVILLE 2,6065252
TRENTON A,6158875
HAZELWOOD,6043390
SAULT STE. MARIE AIRPORT,6057593
LA POCATIERE CDA,7054095
ALBERTON,6150060
YARMOUTH CDA EPF,8206600
KEDGWICK,8102300
MARTEN HILLS AFS,3064219
OTTAWA BILLINGS BRIDGE,6105950
MONTREAL LOYOLA,7025270
LA PROVIDENCE,7024102
SUMMIT CONTROL DAM,6048175
TORONTO NASHDENE,6158748
ERIEAU (AUT),613KLLM
TIMMINS CLIMATE,6078282
ERINDALE,6152335
MONTREAL MCGILL,7025280
LA MINERVE,7034010
HALIBURTON 2,6163170
THUNDER BAY CS,6048268
SOUTHAMPTON 2,6127890
LA GRANDE LG3,7093P1L
MAIN DUCK ISLAND,6154820
HEMMINGFORD FOUR WINDS,7023075
TORONTO REXDALE,6158768
MANITOUWADGE,6044903
BURNHAMTHORPE,6151065
BERTHIERVILLE,7010720
WHITBY MUELLER,6155870
KINGSEY,7023460
KENOGAMI DAM,6044050
PELEE ISLAND,6136335
BLUE SCOUT,6140QJ7
CYPRUS LAKE CS,6121940
ST JEAN DE CHERBOURG,7057395
NORTH AUGUSTA MAHONEY,6105679
CEDAR VALLEY,6151272
ILE D'ORLEANS,70132G9
LA GRANDE LG4,709C71L
STE ANNE DE BEAUPRE,7046837
ILDERTON BEAR CREEK,6143722
PORT BURWELL RES STN 6,6136ER9
TETE A LA BALEINE,7048421
KILLALOE O'GRADY,61041BE
TORONTO PINE RIDGE,6158765
SOPER CREEK WPCP,6157884
PICKERING DUNBARTON,6156516
MANNEVILLE,7084560
PLESSISVILLE,7026058
CHUTE AUX GALETS,7061520
DUNNVILLE PUMPING STN,6132148
WINGHAM CKNX,6129543
DENBIGH,6161990
MONO CENTRE,6157000
ST WILLIAMS AUTOMATIC CLIMATE STATION,6137401
PONTYPOOL,6156561
RIVIERE BLEUE,7056600
GEORGEVILLE,7022720
ORLAND,6155830
FALARDEAU,706KC09
MARMORA,6154995
RIVIERE EASTMAIN,7096618
DOMAINE-DE-MAIZERETS,7012040
TERRACE BAY(AUT),6048235
KINGSTON ONT HYDRO,6104165
BIG CHAUDIERE FALLS,6080729
LAC NATHALIE,709LFGH
TASIUJAQ A,7118366
LENNOXVILLE,7024280
SEARCHMONT,6057678
LAC NICAUBA S,706CFH0
ST SEBASTIEN,7027725
TORONTO GREENWOOD,6158575
HAGERSVILLE 2,6133121
ABITIBI CAMP 300,6040022
SMITHS FALLS WPCP,6107835
COPPER CLIFF,6061870
APSLEY,6160297
ROLPHTON,6107182
POSTE SARAGUAY,7026213
KIRKFIELD,6164207
OTTAWA HAZELDEAN,6105993
IROQUOIS FALLS,6073810
SAUBLE FOREST,6127551
CHENAUX,6101494
SANDFIELD,6097426
CACHE LAKE,7090960
NOTRE DAME DU ROSAIRE,7055685
GLOUCESTER DESJARDINS,6102839
ROQUEMAURE,7086697
PIGEON RIVER,604FNL6
SYDENHAM,6108195
CAIRO,6121067
MONTREAL/MIRABEL INT'L A,7035290
LA TABATIERE,7044168
HASTINGS,616C3P9
LAWRENCE,7024263
TORONTO CASTLEMERE,6158M1K
MOOSE FACTORY,6075400
BAIE COMEAU,7040MLR
KING CREEK,6154135
THORNBURY 3,6118240
NIAGARA FALLS NPCSH,6135657
LAC MEMPHREMAGOG,702CFGG
COLDWATER,6111766
SEPT-ILES,7047914
FOREST,6122450
STRATFORD WWTP,6148105
OTTAWA NRC,6106090
PETIT LAC OPINACA,7096007
TILLSONBURG,6138267
MILLER LAKE FOREST,6125155
POINT PETRE (AUT),6156559
NEWMARKET 3,615N002
FORET MONTMORENCY,7042388
THORNTON,6118258
BRAMPTON AIRPORT,6150914
GUELPH TURFGRASS CS,6143090
THORNHILL GRANDVIEW,6158255
GORE BAY  AWOS,6092930
KITCHENER OWRC,6144245
DUPARQUET,709BBDH
STE FRANCOISE ROMAINE,7027267
NOUVELLE,7055705
ANSE AU GRIFFON,7050195
THAMESFORD,6148233
STREETSVILLE OWRC,6158140
STE FOY,7017265
LAKEFIELD,6164297
MINE MADELEINE,7054975
TOTTENHAM PEARSON,6118849
ST BERNARD DE LACOLLE,7026916
DUVERNAY,7022250
FINGAL,6132415
CARDINAL,6101200
GENTILLY,7022700
MANOUANE EST,706I155
LES ESCOUMINS,704DB9E
LAC ALEX,706CEE5
WATERLOO WPCP,6149386
LONG LAKE CONTROL DAM,6044595
LOUVICOURT,709M332
BAR RIVER,6050NNP
BRUCE MINES,6051027
MACCUE,6104733
LAC NICAUBA,7093680
OTTAWA CDA RCS,6105978
HONFLEUR,7053140
SMOKY FALLS,6077845
L'ALVERNE,7053935
BARNSTON,7020DDP
GILMOUR,6162787
BORDEN A,6110827
MESY,7064890
NORVAL,6155713
SANDHURST,6107434
CHARTIERVILLE,7021320
CAMBRIDGE-STEWART,6141100
HARROW AUTOMATIC CLIMATE STATION,613CC60
BRAMPTON,6150913
BLENHEIM 1,6130815
VERMILION AGDM,3016802
HIGH RIVER TOWERS,303L24K
PELLY ISLAND,2203095
PROGRESS,1186540
BANFF (AUT),3050521
LINDEN AGCM,3023850
RACEHORSE CREEK,3055343
MOCKINGBIRD LO,3054592
BEAVERLODGE RCS,3070600
HEBRON,8502200
AVONDALE CDA,8400225
STEPHENVILLE CROSSING,8403815
GARNISH,8401728
POINTE RICHE,8402968
BRUDERHEIM,3010900
SWEATHOUSE LO,3076320
CHESTERMERE LAKE SOUTH,3031524
JEAN LO,3073550
WESTLOCK LITKE,301GK5H
FORDING RIVER CLODE CRK,1152898
MUNDARE AGDM,3014665
COLVILLE LAKE A,2200827
KINSELLA RANCH,3013645
OLDS CLARKE,302D920
CUTHEAD LAKE,3051R51
MAGRATH 2,3034162
COOKING LAKE,3011854
CONKLIN,3061795
CLARESHOLM LYNDON CREEK,3051F56
FORT SASKATCHEWAN,3012710
COUTTS,3041908
PICTURE BUTTE WEST,303N1G3
CYNTHIA,306A9E1
SEAL COVE CB,8403FN0
SIGNAL HILL,8403669
BROWNSDALE,8400675
TERRA NOVA NAT PARK CS,8403851
MENIHEK RAPIDS,8502600
BEAR TOWER,2200554
MAYERTHORPE,3064282
KEANE LO,3063630
CRANBROOK,1152090
CONTWOYTO LAKE,2300850
STONEY MOUNTAIN,3066155
SHEERNESS AGCM,3025890
SNOWDRIFT,2203750
BOBBIE BURNS,1170R01
EVANS THOMAS,3052D82
WABASCA RS,3076908
BLACKIE AGCM,3030690
ROUND HARBOUR,8403210
PORT UNION,8403050
NORTH EAST POND RIVER,8402873
BADGER,8400300
MARKLAND,8402590
YELLOWKNIFE A,2204101
CARLSON'S LANDING LO,3071331
FORT MACLEOD,3032680
STAVELY AAFC,3036099
KANANASKIS BOUNDARY RS,3053602
LITTLE CHICAGO,220B6Q3
HAY RIVER,2202398
MINISTIK SANCTUARY,3014565
ACME CDA EPF,3020040
FONTAS LO,3072637
SURGE NARROWS READ IS,1027870
PRINCE RUPERT MONT CIRC,1066488
COQUITLAM MUNDY PARK 3,1101QRJ
WILTONDALE,8404237
BOTWOOD,8400650
LA SCIE,8402520
BADGER (AUT),8400301
HOLYROOD GEN STN,8402309
VERMILION TOWN,3016808
DEADWOOD LO,3071965
ARNESON,3020L01
WANHAM CDA,3076940
SWITZER,3066325
IRON RIVER NORTH,3083482
FRISCO,3012740
ELLERSLIE,8300420
TROUT MOUNTAIN LO,3076566
CORONATION (AUT),3011885
ROCK CREEK,1136812
CLOVERDALE,1101680
TERRACE,1068100
PRT COQUITLAM PRAIRIE RD,1106257
CORDOVA BAY CLAREMOUNT,101J9K0
ARMSTRONG GRANDVIEW,1120475
ROSS BAY BNC,8503200
"PORTUGAL COVE, CONCEPTION BAY",8403045
PURBECK'S COVE,8403060
PLACENTIA,8402956
BISTCHO LAKE (F5),307A010
RYLEY,3015640
LUPIN CS,230N002
WHISTLER - NESTERS,1100875
VICTORIA SHELBOURNE,101QF57
VICTORIA UNIVERSITY CS,1018598
KAMLOOPS TUNSTALL CRES,1163873
AGASSIZ MOUNTAIN INSTITUTE,1100130
BRANDT PEAK,2100168
LONG HARBOUR,8402569
DANIELS HARBOUR,8401400
NEW CHELSEA,8402840
SNOOKS ARM,8403680
ARNOLDS COVE,8400135
CARBONEAR,8401075
YOHO PARK,11790J1
ACADIA VALLEY VANDYNE,3020031
SEDALIA AGCM,3015797
PEARCE POINT,2203080
BAPTISTE LAKE,3060523
ROCK RIVER,2100935
PORT SIMPSON,1066336
RIVERS INLET,1066787
DELTA TSAWWASSEN,1102424
COLLEYMOUNT,1081788
QUALICUM BEACH AIRPORT,1026562
GOLDSTREAM MEADOWS,1013241
SHALALTH,1117215
RICHMOND BROADMOOR,1106763
DESTRUCTION BAY,2100418
POWELL RIVER WESTVIEW,1046410
LANGLEY LOCHIEL,1104555
HEDLEY,1123360
HORSE LAKE LONE BUTE,116CNR6
HALFMOON BAY MIDDLE PT,1043321
DOVER,8401518
BAY D'ESPOIR 1,8400411
COLVILLE LAKE,2200824
MARKERVILLE,3024210
BUSBY AGCM,3010979
DEADWOOD REINWOOD,3071966
WHONNOCK,1108920
CULTUS LAKE LINDELL,1102222
COLE BAY,1011775
TUCHITUA,2101135
VANCOUVER WEST 10TH,110H488
KUTCHO CREEK,1204432
PORT ALBERNI REDFORD,1036210
COURTENAY MEADOWBROOK,102JR88
HIGHLAND VALLEY 2,1163466
SUGAR LAKE,1167778
ABBOTSFORD,1100015
RED LAKE 2,1166659
GRANDE CACHE,307288R
ISPAS,3065712
BEISEKER AGCM,3020610
SASK RIVER CROSSING 2,3055754
WESTEROSE,3017257
MOBERLY LO,3064587
BULLHORN COULEE RESERVOIR,3050960
CADOGAN,3010991
CASTLEGAR,1141450
UCLUELET BRYNNOR MINES,1038331
CHARLOTTE LAKE,1081D6R
LYTTON A,1114738
MCKAGUE,4085050
HAT ISLAND,2302370
NORDEGG CS,3054843
FORT VERMILION RS,3072732
HEISLER 10S,3013128
MILK RIVER RIDGE RESERVOIR,3044545
PELICAN MOUNTAIN LO,3065160
MEDICINE HAT RCS,3034485
COWLEY CREEBANK RANCH,3031924
LOMOND EXP ST,3033980
SULLIVAN LAKE,3016253
LLOYD LAKE,3033956
PONOKA,3015280
SINCLAIR PASS,1157380
FORT FRANCES,6022475
OVERFLOWING RIVER,5042058
STE ROSE,5042610
BLUMENHOF,4020772
PASQUA,4015920
PELLY 2,4086001
TRIBUNE,4018120
MATCHAYAW LAKE,3014235
POUCE COUPE,1186350
ACADIA VALLEY CDA EPF,3020022
CREMONA,3021943
FORT SIMPSON CLIMATE,2202102
WHITLA,3037520
GOODRIDGE RS,3012860
FISH CREEK,3072618
CARSTAIRS WEST,3021368
SIBBALD,3025920
JASPER WEST GATE,3053538
ANGUS TOWER,2200310
THREE HILLS RILLING IHD,3026486
ST. PAUL AGCM,3015676
HAY RIVER RS,3063075
YOHO NAT PARK LEANCHOIL,117R00Q
WETASKIWIN SOUTH,3017286
UNCAS,3016650
LOON LAKE RCS,4064620
ROSSBURN 10N,5012501
PETERSFIELD,5022070
LUNDAR EAST,5041589
ULUKHAKTOK A,2502503
KIRRIEMUIR AGCM,3023660
ROCK ISLAND LAKE LO,3065515
DE WINTON,3032074
COP UPPER,3031875
PIBROCH,3065172
VIKING AGCM,3016841
NAYLOR HILLS LO,3074780
BAKER MINE,1180580
EAGLE BUTTE,3042148
LONE PINE CREEK,3023982
LIVOCK LO,3063930
VAUXHALL,3036680
YOHO NAT PARK BOULDER CR,117R00F
FORT MCMURRAY A,3062697
GRAY LAKE,220LBQK
COALCAMP CREEK,3021667
MINISTIK RESEARCH,3014563
CALGARY SPRINGBANK A,3031109
GWYNNE,3012990
BATTLE RIVER LO,3070540
FAIRFAX,5010906
RIVERTON,5032443
ORION,3044930
MANYBERRIES CDA,3044200
COMPEER,3011760
HUTTON EXP ST,3023420
REDLAND,30254RJ
BERRY CREEK,3020636
TRAVERS AGCM,3036500
WARWICK,3016954
PICADELLY,3075172
SEVEN PERSONS,3035840
CARMANGAY PLAINFIELD,3031345
MAGNOLIA,3064157
